environment,image_id,plotNumber,genotype,score_A,score_B,human_score,comment_A,comment_B
Nebraska2025,2983_LeafPhotoA_2025-09-09 16_36_16.682,2983,PI576362,2.0,,2.0,,
Nebraska2025,2985_LeafPhotoA_2025-09-09 16_37_41.283,2985,PI533967,1.5,,1.5,,
Nebraska2025,2985_LeafPhotoA_2025-09-09 16_38_03.634,2985,PI533967,1.5,,1.5,,
Nebraska2025,2985_LeafPhotoA_2025-09-09 16_38_24.477,2985,PI533967,1.0,,1.0,,
Nebraska2025,2986_LeafPhotoA_2025-09-09 16_38_56.583,2986,PI534141,2.5,,2.5,,
Nebraska2025,2986_LeafPhotoA_2025-09-09 16_39_14.642,2986,PI534141,3.0,,3.0,,
Nebraska2025,2986_LeafPhotoA_2025-09-09 16_39_35.391,2986,PI534141,3.0,,3.0,,
Nebraska2025,2987_LeafPhotoA_2025-09-09 16_40_03.236,2987,PI534101,2.0,,2.0,,
Nebraska2025,2987_LeafPhotoA_2025-09-09 16_40_23.227,2987,PI534101,2.5,,2.5,Concentric lesions are characteristic of Gloeocercospora sorghi,
Nebraska2025,2987_LeafPhotoA_2025-09-09 16_40_49.606,2987,PI534101,2.5,,2.5,,
Nebraska2025,2989_LeafPhotoA_2025-09-09 16_42_08.693,2989,SC0521,3.5,,3.5,,
Nebraska2025,2989_LeafPhotoA_2025-09-09 16_42_37.958,2989,SC0521,3.0,,3.0,,
Nebraska2025,2989_LeafPhotoA_2025-09-09 16_43_00.199,2989,SC0521,3.0,,3.0,,
Nebraska2025,2990_LeafPhotoA_2025-09-09 16_43_23.725,2990,PI534042,2.5,,2.5,,
Nebraska2025,2990_LeafPhotoA_2025-09-09 16_43_41.243,2990,PI534042,4.0,,4.0,,
Nebraska2025,2990_LeafPhotoA_2025-09-09 16_43_59.306,2990,PI534042,3.0,,3.0,,
Nebraska2025,2991_LeafPhotoA_2025-09-09 16_44_34.559,2991,PI533854,2.5,2.0,2.25,,
Nebraska2025,2991_LeafPhotoA_2025-09-09 16_44_58.562,2991,PI533854,3.0,,3.0,,
Nebraska2025,2991_LeafPhotoA_2025-09-09 16_45_25.826,2991,PI533854,2.5,,2.5,,
Nebraska2025,2992_LeafPhotoA_2025-09-09 16_45_59.148,2992,PI534011,1.5,,1.5,,
Nebraska2025,2992_LeafPhotoA_2025-09-09 16_46_15.202,2992,PI534011,2.0,,2.0,,
Nebraska2025,2992_LeafPhotoA_2025-09-09 16_46_31.136,2992,PI534011,2.0,2.5,2.25,,
Nebraska2025,2992_LeafPhotoA_2025-09-09 16_46_47.466,2992,PI534011,2.0,1.0,1.5,,"Circular lesions, with or without a chlorotic halo, are characteristic of Cercospora sorghi"
Nebraska2025,2993_LeafPhotoA_2025-09-09 16_47_15.469,2993,PI576381,2.0,,2.0,,
Nebraska2025,2993_LeafPhotoA_2025-09-09 16_47_35.076,2993,PI576381,1.5,,1.5,,
Nebraska2025,2993_LeafPhotoA_2025-09-09 16_47_51.394,2993,PI576381,1.5,1.5,1.5,,
Nebraska2025,2994_LeafPhotoA_2025-09-09 16_48_26.336,2994,PI576432,3.0,,3.0,,
Nebraska2025,2994_LeafPhotoA_2025-09-09 16_48_43.554,2994,PI576432,2.5,,2.5,,
Nebraska2025,2994_LeafPhotoA_2025-09-09 16_49_02.106,2994,PI576432,2.5,,2.5,,
Nebraska2025,2995_LeafPhotoA_2025-09-09 16_49_56.517,2995,PI576363,2.5,,2.5,,
Nebraska2025,2995_LeafPhotoA_2025-09-09 16_50_10.941,2995,PI576363,2.5,,2.5,,
Nebraska2025,2995_LeafPhotoA_2025-09-09 16_50_30.918,2995,PI576363,1.5,,1.5,,
Nebraska2025,2997_LeafPhotoA_2025-09-09 16_52_04.218,2997,PI656042,2.5,,2.5,,
Nebraska2025,2997_LeafPhotoA_2025-09-09 16_52_26.912,2997,PI656042,2.0,,2.0,,
Nebraska2025,2997_LeafPhotoA_2025-09-09 16_52_44.374,2997,PI656042,2.5,,2.5,,
Nebraska2025,2998_LeafPhotoA_2025-09-09 16_53_06.164,2998,SC0713,3.0,,3.0,,
Nebraska2025,2998_LeafPhotoA_2025-09-09 16_53_27.666,2998,SC0713,1.0,,1.0,The darker lesions are caused by Bipolaris sorghicola,
Nebraska2025,2998_LeafPhotoA_2025-09-09 16_53_48.298,2998,SC0713,3.0,,3.0,,
Nebraska2025,2999_LeafPhotoA_2025-09-09 16_54_09.800,2999,PI534050,2.0,1.0,1.5,,
Nebraska2025,2999_LeafPhotoA_2025-09-09 16_54_48.280,2999,PI534050,1.5,1.0,1.25,,
Nebraska2025,2999_LeafPhotoA_2025-09-09 16_55_04.325,2999,PI534050,2.0,2.0,2.0,,
Nebraska2025,9351_LeafPhotoA_2025-09-09 17_07_25.532,9351,,1.5,1.0,1.25,,
Nebraska2025,9351_LeafPhotoA_2025-09-09 17_07_37.530,9351,,1.0,1.0,1.0,,
Nebraska2025,9351_LeafPhotoA_2025-09-09 17_08_11.021,9351,,1.5,,1.5,,
Nebraska2025,9351_LeafPhotoA_2025-09-09 17_08_21.018,9351,,1.0,,1.0,,
Nebraska2025,9354_LeafPhotoA_2025-09-09 16_55_46.656,9354,,3.0,,3.0,,
Nebraska2025,9354_LeafPhotoA_2025-09-09 16_56_00.197,9354,,2.0,,2.0,,
Nebraska2025,9354_LeafPhotoA_2025-09-09 16_56_13.356,9354,,1.5,,1.5,,
Nebraska2025,1651_LeafPhotoA_2025-09-09 10_22_46.838,1651,PI533795,3.0,,3.0,,
Nebraska2025,1651_LeafPhotoA_2025-09-09 10_23_09.214,1651,PI533795,3.0,,3.0,,
Nebraska2025,1651_LeafPhotoA_2025-09-09 10_23_33.004,1651,PI533795,3.5,,3.5,,
Nebraska2025,1652_LeafPhotoA_2025-09-09 10_20_27.938,1652,,1.5,1.0,1.25,,
Nebraska2025,1652_LeafPhotoA_2025-09-09 10_20_45.076,1652,,1.0,,1.0,,
Nebraska2025,1652_LeafPhotoA_2025-09-09 10_21_09.046,1652,,1.0,,1.0,,
Nebraska2025,1653_LeafPhotoA_2025-09-09 10_18_50.624,1653,PI533954,2.0,,2.0,,
Nebraska2025,1653_LeafPhotoA_2025-09-09 10_19_17.972,1653,PI533954,2.0,,2.0,,
Nebraska2025,1653_LeafPhotoA_2025-09-09 10_19_52.202,1653,PI533954,2.0,,2.0,,
Nebraska2025,1654_LeafPhotoA_2025-09-09 10_17_19.345,1654,SC0409,3.5,,3.5,,
Nebraska2025,1654_LeafPhotoA_2025-09-09 10_17_35.332,1654,SC0409,2.5,,2.5,,
Nebraska2025,1654_LeafPhotoA_2025-09-09 10_18_00.201,1654,SC0409,1.5,1.0,1.25,,
Nebraska2025,1655_LeafPhotoA_2025-09-09 10_16_19.071,1655,PI576399,2.0,,2.0,,
Nebraska2025,1655_LeafPhotoA_2025-09-09 10_16_35.909,1655,PI576399,3.5,,3.5,,
Nebraska2025,1655_LeafPhotoA_2025-09-09 10_16_50.570,1655,PI576399,3.0,,3.0,,
Nebraska2025,1656_LeafPhotoA_2025-09-09 10_14_31.060,1656,PI534084,3.0,,3.0,,
Nebraska2025,1656_LeafPhotoA_2025-09-09 10_15_06.464,1656,PI534084,2.5,,2.5,,
Nebraska2025,1656_LeafPhotoA_2025-09-09 10_15_52.695,1656,PI534084,3.5,,3.5,,
Nebraska2025,1657_LeafPhotoA_2025-09-09 10_13_10.082,1657,PI656004,1.0,,1.0,,
Nebraska2025,1657_LeafPhotoA_2025-09-09 10_13_27.838,1657,PI656004,1.0,,1.0,,
Nebraska2025,1657_LeafPhotoA_2025-09-09 10_13_53.773,1657,PI656004,1.5,1.0,1.25,,
Nebraska2025,1658_LeafPhotoA_2025-09-09 10_11_51.588,1658,PI533780,2.5,,2.5,,
Nebraska2025,1658_LeafPhotoA_2025-09-09 10_12_08.321,1658,PI533780,3.0,,3.0,,
Nebraska2025,1658_LeafPhotoA_2025-09-09 10_12_25.098,1658,PI533780,1.5,1.5,1.5,,
Nebraska2025,1659_LeafPhotoA_2025-09-09 10_10_14.000,1659,PI576372,1.0,,1.0,,
Nebraska2025,1659_LeafPhotoA_2025-09-09 10_10_31.881,1659,PI576372,1.0,,1.0,,
Nebraska2025,1659_LeafPhotoA_2025-09-09 10_11_01.636,1659,PI576372,1.5,1.5,1.5,,
Nebraska2025,1660_LeafPhotoA_2025-09-09 10_08_41.077,1660,PI533832,2.5,,2.5,Watery lesions bordered by veins are usually caused by bacteria,
Nebraska2025,1660_LeafPhotoA_2025-09-09 10_09_15.885,1660,PI533832,3.0,,3.0,,
Nebraska2025,1660_LeafPhotoA_2025-09-09 10_09_36.852,1660,PI533832,1.5,1.5,1.5,,
Nebraska2025,1661_LeafPhotoA_2025-09-09 10_06_41.954,1661,PI656078,2.0,,2.0,,
Nebraska2025,1661_LeafPhotoA_2025-09-09 10_07_18.041,1661,PI656078,2.0,2.0,2.0,,
Nebraska2025,1661_LeafPhotoA_2025-09-09 10_07_49.113,1661,PI656078,2.0,,2.0,,
Nebraska2025,1662_LeafPhotoA_2025-09-09 10_04_42.347,1662,PI533967,1.0,,1.0,,
Nebraska2025,1662_LeafPhotoA_2025-09-09 10_05_08.044,1662,PI533967,1.0,,1.0,,
Nebraska2025,1662_LeafPhotoA_2025-09-09 10_05_45.641,1662,PI533967,2.0,,2.0,,
Nebraska2025,1663_LeafPhotoA_2025-09-09 10_03_12.285,1663,,2.5,,2.5,,
Nebraska2025,1663_LeafPhotoA_2025-09-09 10_03_33.950,1663,,2.5,,2.5,,
Nebraska2025,1663_LeafPhotoA_2025-09-09 10_03_58.157,1663,,1.5,,1.5,,
Nebraska2025,1664_LeafPhotoA_2025-09-09 10_01_18.649,1664,PI534003,3.0,,3.0,,
Nebraska2025,1664_LeafPhotoA_2025-09-09 10_01_52.765,1664,PI534003,3.0,,3.0,Watery lesions bordered by veins are usually caused by bacteria,
Nebraska2025,1664_LeafPhotoA_2025-09-09 10_02_15.859,1664,PI534003,2.0,,2.0,,
Nebraska2025,1665_LeafPhotoA_2025-09-09 09_57_34.568,1665,PI656087,2.0,2.0,2.0,,
Nebraska2025,1665_LeafPhotoA_2025-09-09 09_58_21.642,1665,PI656087,3.5,,3.5,,
Nebraska2025,1665_LeafPhotoA_2025-09-09 09_58_42.760,1665,PI656087,2.5,,2.5,,
Nebraska2025,1666_LeafPhotoA_2025-09-09 09_55_47.332,1666,PI534130,1.5,1.0,1.25,,
Nebraska2025,1666_LeafPhotoA_2025-09-09 09_56_14.563,1666,PI534130,2.0,,2.0,,
Nebraska2025,1666_LeafPhotoA_2025-09-09 09_56_38.700,1666,PI534130,2.5,,2.5,,
Nebraska2025,1667_LeafPhotoA_2025-09-09 09_53_57.699,1667,SC1178,3.0,,3.0,,
Nebraska2025,1667_LeafPhotoA_2025-09-09 09_54_21.626,1667,SC1178,1.5,,1.5,,
Nebraska2025,1667_LeafPhotoA_2025-09-09 09_54_52.034,1667,SC1178,2.0,,2.0,,
Nebraska2025,1668_LeafPhotoA_2025-09-09 09_52_08.659,1668,PI576396,3.0,,3.0,,
Nebraska2025,1668_LeafPhotoA_2025-09-09 09_53_01.765,1668,PI576396,1.0,,1.0,hypersensitivity reactions,
Nebraska2025,1668_LeafPhotoA_2025-09-09 09_53_26.842,1668,PI576396,1.0,,1.0,,
Nebraska2025,1669_LeafPhotoA_2025-09-09 09_50_38.152,1669,PI533922,2.0,,2.0,,
Nebraska2025,1669_LeafPhotoA_2025-09-09 09_51_13.731,1669,PI533922,2.0,1.0,1.5,,
Nebraska2025,1669_LeafPhotoA_2025-09-09 09_51_39.618,1669,PI533922,2.5,,2.5,,
Nebraska2025,1670_LeafPhotoA_2025-09-09 09_49_04.506,1670,,2.5,,2.5,,
Nebraska2025,1670_LeafPhotoA_2025-09-09 09_49_34.631,1670,,2.0,,2.0,,
Nebraska2025,1670_LeafPhotoA_2025-09-09 09_50_03.040,1670,,1.0,,1.0,,
Nebraska2025,1671_LeafPhotoA_2025-09-09 09_47_13.666,1671,PI533940,2.5,,2.5,,
Nebraska2025,1671_LeafPhotoA_2025-09-09 09_47_38.998,1671,PI533940,2.0,,2.0,,
Nebraska2025,1671_LeafPhotoA_2025-09-09 09_47_56.412,1671,PI533940,2.0,,2.0,,
Nebraska2025,1672_LeafPhotoA_2025-09-09 09_45_09.593,1672,PI534065,1.5,,1.5,,
Nebraska2025,1672_LeafPhotoA_2025-09-09 09_45_28.483,1672,PI534065,2.0,,2.0,,
Nebraska2025,1672_LeafPhotoA_2025-09-09 09_45_47.566,1672,PI534065,1.5,2.0,1.75,Bacteria,Wet spots delimited by the veins suggest a bacterial infection
Nebraska2025,1673_LeafPhotoA_2025-09-09 09_43_33.389,1673,PI534115,2.5,,2.5,Watery lesions bordered by veins are usually caused by bacteria,
Nebraska2025,1673_LeafPhotoA_2025-09-09 09_44_07.120,1673,PI534115,2.0,,2.0,Watery lesions bordered by veins are usually caused by bacteria,
Nebraska2025,1673_LeafPhotoA_2025-09-09 09_44_46.978,1673,PI534115,1.5,,1.5,Watery lesions bordered by veins are usually caused by bacteria,
Nebraska2025,1674_LeafPhotoA_2025-09-09 09_42_05.409,1674,PI656047,2.0,,2.0,,
Nebraska2025,1674_LeafPhotoA_2025-09-09 09_42_21.468,1674,PI656047,2.0,,2.0,,
Nebraska2025,1674_LeafPhotoA_2025-09-09 09_42_55.831,1674,PI656047,2.5,,2.5,,
Nebraska2025,1675_LeafPhotoA_2025-09-09 09_40_03.291,1675,SC0640,2.5,,2.5,,
Nebraska2025,1675_LeafPhotoA_2025-09-09 09_40_29.898,1675,SC0640,2.5,,2.5,,
Nebraska2025,1675_LeafPhotoA_2025-09-09 09_40_57.514,1675,SC0640,2.5,,2.5,,
Nebraska2025,1676_LeafPhotoA_2025-09-09 09_38_29.544,1676,PI533805,1.0,,1.0,,
Nebraska2025,1676_LeafPhotoA_2025-09-09 09_38_54.646,1676,PI533805,2.0,,2.0,,
Nebraska2025,1676_LeafPhotoA_2025-09-09 09_39_20.394,1676,PI533805,1.5,,1.5,,
Nebraska2025,1677_LeafPhotoA_2025-09-09 09_35_17.102,1677,,1.0,1.5,1.25,,
Nebraska2025,1677_LeafPhotoA_2025-09-09 09_35_54.862,1677,,1.5,,1.5,Watery lesions bordered by veins are usually caused by bacteria,
Nebraska2025,1677_LeafPhotoA_2025-09-09 09_36_51.253,1677,,1.0,,1.0,,
Nebraska2025,1678_LeafPhotoA_2025-09-09 09_33_46.129,1678,PI534081,2.0,,2.0,Watery lesions bordered by veins are usually caused by bacteria,
Nebraska2025,1678_LeafPhotoA_2025-09-09 09_34_24.350,1678,PI534081,3.0,3.5,3.25,,
Nebraska2025,1678_LeafPhotoA_2025-09-09 09_34_40.386,1678,PI534081,3.0,,3.0,,
Nebraska2025,1679_LeafPhotoA_2025-09-09 09_32_13.519,1679,PI534066,1.5,3.0,2.25,,
Nebraska2025,1679_LeafPhotoA_2025-09-09 09_32_39.298,1679,PI534066,1.5,,1.5,,
Nebraska2025,1679_LeafPhotoA_2025-09-09 09_33_07.078,1679,PI534066,2.0,2.0,2.0,,
Nebraska2025,1680_LeafPhotoA_2025-09-09 09_30_14.560,1680,PI656043,1.5,,1.5,,
Nebraska2025,1680_LeafPhotoA_2025-09-09 09_30_52.328,1680,PI656043,1.5,1.0,1.25,,
Nebraska2025,1680_LeafPhotoA_2025-09-09 09_31_29.921,1680,PI656043,1.0,,1.0,Watery lesions bordered by veins are usually caused by bacteria,
Nebraska2025,1681_LeafPhotoA_2025-09-09 09_28_40.568,1681,SC1097,1.5,,1.5,,
Nebraska2025,1681_LeafPhotoA_2025-09-09 09_29_00.984,1681,SC1097,1.5,1.0,1.25,,
Nebraska2025,1681_LeafPhotoA_2025-09-09 09_29_21.098,1681,SC1097,2.0,,2.0,,
Nebraska2025,1682_LeafPhotoA_2025-09-09 09_27_14.735,1682,PI533788,3.0,,3.0,,
Nebraska2025,1682_LeafPhotoA_2025-09-09 09_27_43.023,1682,PI533788,3.0,,3.0,,
Nebraska2025,1682_LeafPhotoA_2025-09-09 09_28_07.796,1682,PI533788,3.0,,3.0,,
Nebraska2025,1683_LeafPhotoA_2025-09-09 09_25_17.477,1683,PI534098,2.5,,2.5,,
Nebraska2025,1683_LeafPhotoA_2025-09-09 09_26_05.837,1683,PI534098,2.5,,2.5,,
Nebraska2025,1683_LeafPhotoA_2025-09-09 09_26_37.806,1683,PI534098,2.0,,2.0,,
Nebraska2025,1684_LeafPhotoA_2025-09-09 09_22_36.332,1684,PI533845,2.5,,2.5,,
Nebraska2025,1684_LeafPhotoA_2025-09-09 09_23_23.512,1684,PI533845,1.0,,1.0,,
Nebraska2025,1684_LeafPhotoA_2025-09-09 09_24_47.921,1684,PI533845,2.0,,2.0,,
Nebraska2025,1685_LeafPhotoA_2025-09-09 09_21_05.698,1685,PI534112,1.5,,1.5,,
Nebraska2025,1685_LeafPhotoA_2025-09-09 09_21_31.855,1685,PI534112,2.5,,2.5,,
Nebraska2025,1685_LeafPhotoA_2025-09-09 09_21_56.327,1685,PI534112,1.0,,1.0,,
Nebraska2025,1686_LeafPhotoA_2025-09-09 09_18_59.603,1686,PI576375,2.0,,2.0,,
Nebraska2025,1686_LeafPhotoA_2025-09-09 09_19_27.336,1686,PI576375,2.5,,2.5,,
Nebraska2025,1686_LeafPhotoA_2025-09-09 09_20_07.860,1686,PI576375,2.0,,2.0,,
Nebraska2025,1687_LeafPhotoA_2025-09-09 09_17_10.244,1687,PI534162,2.5,,2.5,Watery lesions bordered by veins are usually caused by bacteria,
Nebraska2025,1687_LeafPhotoA_2025-09-09 09_18_05.463,1687,PI534162,2.0,1.5,1.75,,Watery lesions delimited by veins suggest a bacterial disease
Nebraska2025,1687_LeafPhotoA_2025-09-09 09_18_28.478,1687,PI534162,3.0,1.0,2.0,Bacteria,Wet spots bordered by veins suggest a bacterial infection
Nebraska2025,1688_LeafPhotoA_2025-09-09 09_15_12.542,1688,PI533970,3.5,,3.5,,
Nebraska2025,1688_LeafPhotoA_2025-09-09 09_15_58.077,1688,PI533970,3.5,,3.5,,
Nebraska2025,1688_LeafPhotoA_2025-09-09 09_16_33.766,1688,PI533970,3.0,,3.0,,
Nebraska2025,1689_LeafPhotoA_2025-09-09 09_13_19.326,1689,SC0190,1.0,1.0,1.0,,
Nebraska2025,1689_LeafPhotoA_2025-09-09 09_13_41.276,1689,SC0190,2.5,,2.5,,
Nebraska2025,1689_LeafPhotoA_2025-09-09 09_14_24.619,1689,SC0190,2.5,,2.5,,
Nebraska2025,1690_LeafPhotoA_2025-09-09 09_12_07.001,1690,PI533779,2.5,,2.5,,
Nebraska2025,1690_LeafPhotoA_2025-09-09 09_12_32.150,1690,PI533779,1.5,,1.5,,
Nebraska2025,1690_LeafPhotoA_2025-09-09 09_12_50.691,1690,PI533779,2.5,,2.5,,
Nebraska2025,1691_LeafPhotoA_2025-09-09 09_10_07.451,1691,PI656080,1.5,,1.5,,
Nebraska2025,1691_LeafPhotoA_2025-09-09 09_11_08.996,1691,PI656080,3.0,,3.0,,
Nebraska2025,1691_LeafPhotoA_2025-09-09 09_11_35.748,1691,PI656080,2.5,,2.5,,
Nebraska2025,1692_LeafPhotoA_2025-09-09 09_08_12.048,1692,PI533924,3.0,,3.0,,
Nebraska2025,1692_LeafPhotoA_2025-09-09 09_08_46.571,1692,PI533924,2.5,,2.5,,
Nebraska2025,1692_LeafPhotoA_2025-09-09 09_09_22.638,1692,PI533924,3.0,,3.0,,
Nebraska2025,1693_LeafPhotoA_2025-09-09 09_06_11.383,1693,PI534116,1.5,1.0,1.25,,
Nebraska2025,1693_LeafPhotoA_2025-09-09 09_06_51.061,1693,PI534116,1.5,,1.5,,
Nebraska2025,1693_LeafPhotoA_2025-09-09 09_07_35.518,1693,PI534116,1.5,2.0,1.75,,
Nebraska2025,1694_LeafPhotoA_2025-09-09 09_00_39.649,1694,PI576433,2.5,,2.5,,
Nebraska2025,1694_LeafPhotoA_2025-09-09 09_01_04.007,1694,PI576433,1.5,,1.5,,
Nebraska2025,1694_LeafPhotoA_2025-09-09 09_01_25.174,1694,PI576433,3.0,,3.0,,
Nebraska2025,1695_LeafPhotoA_2025-09-09 08_58_54.768,1695,PI533992,2.5,,2.5,,
Nebraska2025,1695_LeafPhotoA_2025-09-09 08_59_21.580,1695,PI533992,2.5,,2.5,,
Nebraska2025,1695_LeafPhotoA_2025-09-09 08_59_47.206,1695,PI533992,3.0,,3.0,,
Nebraska2025,1696_LeafPhotoA_2025-09-09 08_56_42.820,1696,PI576395,2.5,,2.5,,
Nebraska2025,1696_LeafPhotoA_2025-09-09 08_57_33.835,1696,PI576395,2.0,,2.0,,
Nebraska2025,1696_LeafPhotoA_2025-09-09 08_58_12.927,1696,PI576395,2.5,,2.5,,
Nebraska2025,1697_LeafPhotoA_2025-09-09 08_53_00.472,1697,PI533907,1.0,,1.0,,
Nebraska2025,1697_LeafPhotoA_2025-09-09 08_53_49.546,1697,PI533907,1.5,1.0,1.25,,
Nebraska2025,1697_LeafPhotoA_2025-09-09 08_54_31.422,1697,PI533907,1.5,1.5,1.5,,
Nebraska2025,1698_LeafPhotoA_2025-09-09 08_50_01.438,1698,SC0179,2.5,,2.5,,
Nebraska2025,1698_LeafPhotoA_2025-09-09 08_50_47.882,1698,SC0179,2.0,,2.0,,
Nebraska2025,1698_LeafPhotoA_2025-09-09 08_51_41.576,1698,SC0179,1.5,,1.5,,
Nebraska2025,1699_LeafPhotoA_2025-09-09 10_25_26.876,1699,PI656084,2.0,,2.0,,
Nebraska2025,1699_LeafPhotoA_2025-09-09 10_25_54.249,1699,PI656084,1.0,,1.0,,
Nebraska2025,1699_LeafPhotoA_2025-09-09 10_26_34.494,1699,PI656084,1.0,,1.0,,
Nebraska2025,1700_LeafPhotoA_2025-09-09 10_24_08.148,1700,PI609456,2.5,,2.5,,
Nebraska2025,1700_LeafPhotoA_2025-09-09 10_24_29.178,1700,PI609456,2.5,,2.5,,
Nebraska2025,1700_LeafPhotoA_2025-09-09 10_24_58.399,1700,PI609456,1.5,2.5,2.0,,
Nebraska2025,2673_LeafPhotoA_2025-09-09 11_11_18.428,2673,PI561472,1.0,1.0,1.0,,
Nebraska2025,2673_LeafPhotoA_2025-09-09 11_11_36.385,2673,PI561472,1.0,,1.0,,
Nebraska2025,2673_LeafPhotoA_2025-09-09 11_11_55.379,2673,PI561472,1.0,,1.0,,
Nebraska2025,2674_LeafPhotoA_2025-09-09 11_10_09.426,2674,PI534047,2.0,,2.0,,
Nebraska2025,2674_LeafPhotoA_2025-09-09 11_10_28.971,2674,PI534047,3.0,,3.0,,
Nebraska2025,2674_LeafPhotoA_2025-09-09 11_10_47.957,2674,PI534047,2.5,,2.5,,
Nebraska2025,2675_LeafPhotoA_2025-09-09 11_08_49.008,2675,PI576365,2.0,,2.0,,
Nebraska2025,2675_LeafPhotoA_2025-09-09 11_09_07.955,2675,PI576365,1.5,2.5,2.0,,
Nebraska2025,2675_LeafPhotoA_2025-09-09 11_09_26.132,2675,PI576365,1.5,,1.5,,
Nebraska2025,2676_LeafPhotoA_2025-09-09 11_07_08.920,2676,,2.0,,2.0,Watery lesions bordered by veins are usually caused by bacteria,
Nebraska2025,2676_LeafPhotoA_2025-09-09 11_07_43.952,2676,,1.5,,1.5,,
Nebraska2025,2676_LeafPhotoA_2025-09-09 11_08_09.880,2676,,1.5,,1.5,Watery lesions bordered by veins are usually caused by bacteria,
Nebraska2025,2677_LeafPhotoA_2025-09-09 11_05_42.041,2677,PI597969,2.5,,2.5,,
Nebraska2025,2677_LeafPhotoA_2025-09-09 11_05_57.824,2677,PI597969,2.5,,2.5,,
Nebraska2025,2677_LeafPhotoA_2025-09-09 11_06_22.531,2677,PI597969,1.5,,1.5,"Elongated lesions may be caused by Exserohilum turcicum, and watery lesions bordered by the veins may be caused by bacteria",
Nebraska2025,2678_LeafPhotoA_2025-09-09 11_04_09.961,2678,PI595708,3.0,1.0,2.0,,Watery lesions bounded by the veins suggest a bacterial disease
Nebraska2025,2678_LeafPhotoA_2025-09-09 11_04_41.551,2678,PI595708,3.0,1.0,2.0,,Watery lesions delimited by veins suggest a bacterial disease
Nebraska2025,2678_LeafPhotoA_2025-09-09 11_04_59.423,2678,PI595708,3.5,,3.5,,
Nebraska2025,2679_LeafPhotoA_2025-09-09 11_03_11.295,2679,PI533865,1.5,,1.5,,
Nebraska2025,2679_LeafPhotoA_2025-09-09 11_03_30.053,2679,PI533865,1.5,,1.5,,
Nebraska2025,2679_LeafPhotoA_2025-09-09 11_03_49.837,2679,PI533865,2.0,,2.0,,
Nebraska2025,2680_LeafPhotoA_2025-09-09 11_01_52.276,2680,PI534092,2.0,,2.0,,
Nebraska2025,2680_LeafPhotoA_2025-09-09 11_02_16.370,2680,PI534092,3.0,3.0,3.0,,
Nebraska2025,2680_LeafPhotoA_2025-09-09 11_02_40.155,2680,PI534092,3.0,,3.0,,
Nebraska2025,2681_LeafPhotoA_2025-09-09 11_00_45.617,2681,PI656007,1.5,,1.5,,
Nebraska2025,2681_LeafPhotoA_2025-09-09 11_01_00.524,2681,PI656007,2.5,,2.5,,
Nebraska2025,2681_LeafPhotoA_2025-09-09 11_01_20.135,2681,PI656007,3.0,,3.0,,
Nebraska2025,2682_LeafPhotoA_2025-09-09 10_59_28.941,2682,PI533995,1.5,,1.5,,
Nebraska2025,2682_LeafPhotoA_2025-09-09 10_59_57.177,2682,PI533995,2.5,,2.5,,
Nebraska2025,2682_LeafPhotoA_2025-09-09 11_00_18.602,2682,PI533995,1.5,,1.5,,
Nebraska2025,2683_LeafPhotoA_2025-09-09 10_58_14.933,2683,PI595746,1.5,,1.5,,
Nebraska2025,2683_LeafPhotoA_2025-09-09 10_58_36.510,2683,PI595746,3.0,,3.0,,
Nebraska2025,2683_LeafPhotoA_2025-09-09 10_58_56.882,2683,PI595746,1.0,1.0,1.0,,
Nebraska2025,2684_LeafPhotoA_2025-09-09 10_52_13.899,2684,PI595729,2.0,,2.0,,
Nebraska2025,2684_LeafPhotoA_2025-09-09 10_52_49.058,2684,PI595729,2.5,,2.5,,
Nebraska2025,2684_LeafPhotoA_2025-09-09 10_53_05.875,2684,PI595729,2.0,,2.0,,
Nebraska2025,2685_LeafPhotoA_2025-09-09 10_50_03.056,2685,PI534035,3.0,,3.0,,
Nebraska2025,2685_LeafPhotoA_2025-09-09 10_50_31.334,2685,PI534035,2.0,2.5,2.25,,
Nebraska2025,2685_LeafPhotoA_2025-09-09 10_50_55.356,2685,PI534035,3.0,,3.0,,
Nebraska2025,2686_LeafPhotoA_2025-09-09 10_48_10.419,2686,PI656088,3.0,3.0,3.0,,
Nebraska2025,2686_LeafPhotoA_2025-09-09 10_48_44.524,2686,PI656088,2.0,,2.0,,
Nebraska2025,2686_LeafPhotoA_2025-09-09 10_49_18.309,2686,PI656088,2.5,,2.5,Elongated lesions are usually caused by Exserohilum turcicum,
Nebraska2025,2687_LeafPhotoA_2025-09-09 10_46_37.263,2687,PI576358,2.5,,2.5,,
Nebraska2025,2687_LeafPhotoA_2025-09-09 10_47_11.070,2687,PI576358,1.0,1.0,1.0,,
Nebraska2025,2687_LeafPhotoA_2025-09-09 10_47_32.733,2687,PI576358,1.5,1.0,1.25,,
Nebraska2025,2688_LeafPhotoA_2025-09-09 10_45_02.207,2688,SC0041,1.5,,1.5,,
Nebraska2025,2688_LeafPhotoA_2025-09-09 10_45_28.153,2688,SC0041,1.0,,1.0,,
Nebraska2025,2688_LeafPhotoA_2025-09-09 10_46_08.641,2688,SC0041,2.0,,2.0,,
Nebraska2025,2689_LeafPhotoA_2025-09-09 10_43_51.800,2689,,1.5,1.0,1.25,,
Nebraska2025,2689_LeafPhotoA_2025-09-09 10_44_14.034,2689,,2.5,,2.5,,
